filepath,species,split
data\processed\images_128\dog_01074_pixabay_dog_000014.jpg,dog,train
data\processed\images_128\cat_01697_pixabay_cat_001074.jpg,cat,train
data\processed\images_128\cat_04096_pixabay_cat_003673.jpg,cat,train
data\processed\images_128\cat_01778_pixabay_cat_001164.jpg,cat,train
data\processed\images_128\dog_00491_flickr_dog_000537.jpg,dog,train
data\processed\images_128\cat_02506_pixabay_cat_001943.jpg,cat,train
data\processed\images_128\dog_04596_pixabay_dog_003899.jpg,dog,train
data\processed\images_128\dog_02322_pixabay_dog_001409.jpg,dog,train
data\processed\images_128\cat_00026_flickr_cat_000031.jpg,cat,train
data\processed\images_128\cat_04333_pixabay_cat_003939.jpg,cat,train
data\processed\images_128\dog_03939_pixabay_dog_003175.jpg,dog,train
data\processed\images_128\cat_01353_pixabay_cat_000690.jpg,cat,train
data\processed\images_128\dog_01408_pixabay_dog_000388.jpg,dog,train
data\processed\images_128\dog_01743_pixabay_dog_000769.jpg,dog,train
data\processed\images_128\dog_01137_pixabay_dog_000083.jpg,dog,train
data\processed\images_128\cat_02290_pixabay_cat_001718.jpg,cat,train
data\processed\images_128\cat_01788_pixabay_cat_001174.jpg,cat,train
data\processed\images_128\cat_04291_pixabay_cat_003891.jpg,cat,train
data\processed\images_128\cat_04894_pixabay_cat_004547.jpg,cat,train
data\processed\images_128\cat_01927_pixabay_cat_001324.jpg,cat,train
data\processed\images_128\dog_02609_pixabay_dog_001721.jpg,dog,train
data\processed\images_128\cat_01094_pixabay_cat_000405.jpg,cat,train
data\processed\images_128\dog_02174_pixabay_dog_001248.jpg,dog,train
data\processed\images_128\cat_03266_pixabay_cat_002769.jpg,cat,train
data\processed\images_128\cat_00207_flickr_cat_000239.jpg,cat,train
data\processed\images_128\dog_04380_pixabay_dog_003664.jpg,dog,train
data\processed\images_128\cat_01107_pixabay_cat_000419.jpg,cat,train
data\processed\images_128\cat_01517_pixabay_cat_000878.jpg,cat,train
data\processed\images_128\cat_01659_pixabay_cat_001034.jpg,cat,train
data\processed\images_128\cat_04993_pixabay_cat_004660.jpg,cat,train
data\processed\images_128\dog_02684_pixabay_dog_001797.jpg,dog,train
data\processed\images_128\dog_04866_pixabay_dog_000114.jpg,dog,train
data\processed\images_128\cat_01912_pixabay_cat_001307.jpg,cat,train
data\processed\images_128\dog_00016_flickr_dog_000018.jpg,dog,train
data\processed\images_128\cat_03747_pixabay_cat_003294.jpg,cat,train
data\processed\images_128\dog_02181_pixabay_dog_001255.jpg,dog,train
data\processed\images_128\dog_03796_pixabay_dog_003022.jpg,dog,train
data\processed\images_128\dog_02157_pixabay_dog_001227.jpg,dog,train
data\processed\images_128\cat_02144_pixabay_cat_001559.jpg,cat,train
data\processed\images_128\cat_01682_pixabay_cat_001059.jpg,cat,train
data\processed\images_128\dog_04234_pixabay_dog_003508.jpg,dog,train
data\processed\images_128\cat_00496_flickr_cat_000558.jpg,cat,train
data\processed\images_128\dog_03919_pixabay_dog_003154.jpg,dog,train
data\processed\images_128\dog_04422_pixabay_dog_003712.jpg,dog,train
data\processed\images_128\cat_01320_pixabay_cat_000654.jpg,cat,train
data\processed\images_128\cat_01053_pixabay_cat_000360.jpg,cat,train
data\processed\images_128\cat_01925_pixabay_cat_001321.jpg,cat,train
data\processed\images_128\cat_00839_pixabay_cat_000122.jpg,cat,train
data\processed\images_128\dog_02858_pixabay_dog_001992.jpg,dog,train
data\processed\images_128\cat_04965_pixabay_cat_004628.jpg,cat,train
data\processed\images_128\dog_03092_pixabay_dog_002251.jpg,dog,train
data\processed\images_128\cat_01168_pixabay_cat_000484.jpg,cat,train
data\processed\images_128\dog_01676_pixabay_dog_000695.jpg,dog,train
data\processed\images_128\cat_04754_pixabay_cat_004393.jpg,cat,train
data\processed\images_128\dog_03176_pixabay_dog_002343.jpg,dog,train
data\processed\images_128\cat_01748_pixabay_cat_001132.jpg,cat,train
data\processed\images_128\dog_04451_pixabay_dog_003745.jpg,dog,train
data\processed\images_128\dog_02216_pixabay_dog_001291.jpg,dog,train
data\processed\images_128\cat_05567_pixabay_cat_003848.jpg,cat,train
data\processed\images_128\cat_04886_pixabay_cat_004537.jpg,cat,train
data\processed\images_128\dog_01791_pixabay_dog_000824.jpg,dog,train
data\processed\images_128\dog_02825_pixabay_dog_001954.jpg,dog,train
data\processed\images_128\dog_01088_pixabay_dog_000029.jpg,dog,train
data\processed\images_128\cat_05597_pixabay_cat_004217.jpg,cat,train
data\processed\images_128\cat_00359_flickr_cat_000406.jpg,cat,train
data\processed\images_128\dog_02084_pixabay_dog_001144.jpg,dog,train
data\processed\images_128\dog_01716_pixabay_dog_000741.jpg,dog,train
data\processed\images_128\dog_01177_pixabay_dog_000126.jpg,dog,train
data\processed\images_128\dog_03908_pixabay_dog_003142.jpg,dog,train
data\processed\images_128\dog_04497_pixabay_dog_003797.jpg,dog,train
data\processed\images_128\dog_03507_pixabay_dog_002704.jpg,dog,train
data\processed\images_128\dog_02657_pixabay_dog_001770.jpg,dog,train
data\processed\images_128\dog_02360_pixabay_dog_001451.jpg,dog,train
data\processed\images_128\dog_04644_pixabay_dog_003953.jpg,dog,train
data\processed\images_128\dog_00323_flickr_dog_000357.jpg,dog,train
data\processed\images_128\dog_03253_pixabay_dog_002427.jpg,dog,train
data\processed\images_128\dog_01759_pixabay_dog_000786.jpg,dog,train
data\processed\images_128\dog_03340_pixabay_dog_002519.jpg,dog,train
data\processed\images_128\cat_01237_pixabay_cat_000562.jpg,cat,train
data\processed\images_128\dog_02529_pixabay_dog_001634.jpg,dog,train
data\processed\images_128\dog_04386_pixabay_dog_003673.jpg,dog,train
data\processed\images_128\cat_00080_flickr_cat_000088.jpg,cat,train
data\processed\images_128\dog_04184_pixabay_dog_003450.jpg,dog,train
data\processed\images_128\dog_03404_pixabay_dog_002591.jpg,dog,train
data\processed\images_128\dog_02620_pixabay_dog_001732.jpg,dog,train
data\processed\images_128\cat_04562_pixabay_cat_004186.jpg,cat,train
data\processed\images_128\cat_05416_pixabay_cat_002064.jpg,cat,train
data\processed\images_128\dog_01686_pixabay_dog_000705.jpg,dog,train
data\processed\images_128\dog_03453_pixabay_dog_002644.jpg,dog,train
data\processed\images_128\dog_04300_pixabay_dog_003581.jpg,dog,train
data\processed\images_128\cat_05335_pixabay_cat_000901.jpg,cat,train
data\processed\images_128\dog_00846_flickr_dog_000942.jpg,dog,train
data\processed\images_128\dog_00477_flickr_dog_000523.jpg,dog,train
data\processed\images_128\dog_04148_pixabay_dog_003411.jpg,dog,train
data\processed\images_128\cat_04870_pixabay_cat_004521.jpg,cat,train
data\processed\images_128\dog_01487_pixabay_dog_000478.jpg,dog,train
data\processed\images_128\dog_01158_pixabay_dog_000105.jpg,dog,train
data\processed\images_128\dog_02330_pixabay_dog_001417.jpg,dog,train
data\processed\images_128\dog_04354_pixabay_dog_003636.jpg,dog,train
data\processed\images_128\dog_04799_flickr_dog_000642.jpg,dog,train
data\processed\images_128\dog_04129_pixabay_dog_003389.jpg,dog,train
data\processed\images_128\dog_00411_flickr_dog_000449.jpg,dog,train
data\processed\images_128\dog_00108_flickr_dog_000120.jpg,dog,train
data\processed\images_128\dog_00485_flickr_dog_000531.jpg,dog,train
data\processed\images_128\cat_03926_pixabay_cat_003490.jpg,cat,train
data\processed\images_128\dog_03102_pixabay_dog_002261.jpg,dog,train
data\processed\images_128\cat_04137_pixabay_cat_003719.jpg,cat,train
data\processed\images_128\dog_01241_pixabay_dog_000197.jpg,dog,train
data\processed\images_128\dog_04064_pixabay_dog_003313.jpg,dog,train
data\processed\images_128\dog_03564_pixabay_dog_002764.jpg,dog,train
data\processed\images_128\dog_01295_pixabay_dog_000257.jpg,dog,train
data\processed\images_128\cat_02022_pixabay_cat_001428.jpg,cat,train
data\processed\images_128\cat_05435_pixabay_cat_002241.jpg,cat,train
data\processed\images_128\dog_01771_pixabay_dog_000802.jpg,dog,train
data\processed\images_128\cat_03127_pixabay_cat_002619.jpg,cat,train
data\processed\images_128\dog_02666_pixabay_dog_001779.jpg,dog,train
data\processed\images_128\dog_01983_pixabay_dog_001032.jpg,dog,train
data\processed\images_128\cat_05028_pixabay_cat_004699.jpg,cat,train
data\processed\images_128\dog_03570_pixabay_dog_002771.jpg,dog,train
data\processed\images_128\cat_01066_pixabay_cat_000373.jpg,cat,train
data\processed\images_128\cat_03826_pixabay_cat_003380.jpg,cat,train
data\processed\images_128\dog_01128_pixabay_dog_000073.jpg,dog,train
data\processed\images_128\cat_03568_pixabay_cat_003101.jpg,cat,train
data\processed\images_128\cat_04428_pixabay_cat_004041.jpg,cat,train
data\processed\images_128\dog_04922_pixabay_dog_000534.jpg,dog,train
data\processed\images_128\dog_04186_pixabay_dog_003452.jpg,dog,train
data\processed\images_128\dog_01421_pixabay_dog_000403.jpg,dog,train
data\processed\images_128\cat_04223_pixabay_cat_003817.jpg,cat,train
data\processed\images_128\dog_00077_flickr_dog_000085.jpg,dog,train
data\processed\images_128\dog_02738_pixabay_dog_001857.jpg,dog,train
data\processed\images_128\dog_01986_pixabay_dog_001035.jpg,dog,train
data\processed\images_128\dog_00967_flickr_dog_001081.jpg,dog,train
data\processed\images_128\dog_01671_pixabay_dog_000689.jpg,dog,train
data\processed\images_128\dog_00789_flickr_dog_000882.jpg,dog,train
data\processed\images_128\dog_00256_flickr_dog_000285.jpg,dog,train
data\processed\images_128\dog_01778_pixabay_dog_000809.jpg,dog,train
data\processed\images_128\cat_04494_pixabay_cat_004112.jpg,cat,train
data\processed\images_128\dog_05010_pixabay_dog_001463.jpg,dog,train
data\processed\images_128\dog_04723_pixabay_dog_004041.jpg,dog,train
data\processed\images_128\dog_02819_pixabay_dog_001948.jpg,dog,train
data\processed\images_128\cat_01902_pixabay_cat_001297.jpg,cat,train
data\processed\images_128\dog_01369_pixabay_dog_000345.jpg,dog,train
data\processed\images_128\cat_01476_pixabay_cat_000827.jpg,cat,train
data\processed\images_128\cat_01640_pixabay_cat_001013.jpg,cat,train
data\processed\images_128\dog_04004_pixabay_dog_003246.jpg,dog,train
data\processed\images_128\cat_00068_flickr_cat_000074.jpg,cat,train
data\processed\images_128\dog_03972_pixabay_dog_003212.jpg,dog,train
data\processed\images_128\cat_03199_pixabay_cat_002698.jpg,cat,train
data\processed\images_128\dog_03902_pixabay_dog_003135.jpg,dog,train
data\processed\images_128\dog_03317_pixabay_dog_002495.jpg,dog,train
data\processed\images_128\cat_02405_pixabay_cat_001838.jpg,cat,train
data\processed\images_128\cat_04467_pixabay_cat_004082.jpg,cat,train
data\processed\images_128\cat_03348_pixabay_cat_002858.jpg,cat,train
data\processed\images_128\dog_04755_flickr_dog_000198.jpg,dog,train
data\processed\images_128\dog_04275_pixabay_dog_003555.jpg,dog,train
data\processed\images_128\dog_04314_pixabay_dog_003596.jpg,dog,train
data\processed\images_128\dog_04606_pixabay_dog_003909.jpg,dog,train
data\processed\images_128\dog_04822_flickr_dog_000823.jpg,dog,train
data\processed\images_128\cat_02433_pixabay_cat_001867.jpg,cat,train
data\processed\images_128\dog_00543_flickr_dog_000599.jpg,dog,train
data\processed\images_128\dog_03085_pixabay_dog_002243.jpg,dog,train
data\processed\images_128\cat_02451_pixabay_cat_001885.jpg,cat,train
data\processed\images_128\dog_01347_pixabay_dog_000317.jpg,dog,train
data\processed\images_128\dog_03038_pixabay_dog_002190.jpg,dog,train
data\processed\images_128\cat_01671_pixabay_cat_001047.jpg,cat,train
data\processed\images_128\cat_05586_pixabay_cat_004092.jpg,cat,train
data\processed\images_128\cat_05461_pixabay_cat_002559.jpg,cat,train
data\processed\images_128\cat_02853_pixabay_cat_002325.jpg,cat,train
data\processed\images_128\dog_05224_pixabay_dog_003937.jpg,dog,train
data\processed\images_128\cat_04391_pixabay_cat_004000.jpg,cat,train
data\processed\images_128\cat_04353_pixabay_cat_003959.jpg,cat,train
data\processed\images_128\dog_03573_pixabay_dog_002775.jpg,dog,train
data\processed\images_128\dog_03887_pixabay_dog_003118.jpg,dog,train
data\processed\images_128\dog_04975_pixabay_dog_001083.jpg,dog,train
data\processed\images_128\cat_03472_pixabay_cat_002998.jpg,cat,train
data\processed\images_128\dog_03719_pixabay_dog_002939.jpg,dog,train
data\processed\images_128\cat_03950_pixabay_cat_003516.jpg,cat,train
data\processed\images_128\dog_01898_pixabay_dog_000941.jpg,dog,train
data\processed\images_128\cat_00709_flickr_cat_000797.jpg,cat,train
data\processed\images_128\cat_03334_pixabay_cat_002844.jpg,cat,train
data\processed\images_128\cat_03907_pixabay_cat_003468.jpg,cat,train
data\processed\images_128\cat_04557_pixabay_cat_004181.jpg,cat,train
data\processed\images_128\cat_01624_pixabay_cat_000996.jpg,cat,train
data\processed\images_128\dog_04900_pixabay_dog_000395.jpg,dog,train
data\processed\images_128\dog_01908_pixabay_dog_000951.jpg,dog,train
data\processed\images_128\cat_04439_pixabay_cat_004053.jpg,cat,train
data\processed\images_128\dog_01511_pixabay_dog_000513.jpg,dog,train
data\processed\images_128\dog_02777_pixabay_dog_001899.jpg,dog,train
data\processed\images_128\cat_01700_pixabay_cat_001077.jpg,cat,train
data\processed\images_128\dog_04724_pixabay_dog_004042.jpg,dog,train
data\processed\images_128\dog_04048_pixabay_dog_003295.jpg,dog,train
data\processed\images_128\cat_04388_pixabay_cat_003997.jpg,cat,train
data\processed\images_128\cat_00676_flickr_cat_000762.jpg,cat,train
data\processed\images_128\dog_00774_flickr_dog_000867.jpg,dog,train
data\processed\images_128\dog_04240_pixabay_dog_003514.jpg,dog,train
data\processed\images_128\cat_04819_pixabay_cat_004463.jpg,cat,train
data\processed\images_128\dog_03576_pixabay_dog_002778.jpg,dog,train
data\processed\images_128\cat_03789_pixabay_cat_003337.jpg,cat,train
data\processed\images_128\cat_00965_pixabay_cat_000260.jpg,cat,train
data\processed\images_128\cat_00638_flickr_cat_000719.jpg,cat,train
data\processed\images_128\dog_03608_pixabay_dog_002816.jpg,dog,train
data\processed\images_128\cat_02560_pixabay_cat_002003.jpg,cat,train
data\processed\images_128\cat_01802_pixabay_cat_001189.jpg,cat,train
data\processed\images_128\dog_03294_pixabay_dog_002471.jpg,dog,train
data\processed\images_128\cat_02808_pixabay_cat_002276.jpg,cat,train
data\processed\images_128\cat_03103_pixabay_cat_002595.jpg,cat,train
data\processed\images_128\cat_02269_pixabay_cat_001696.jpg,cat,train
data\processed\images_128\cat_02377_pixabay_cat_001809.jpg,cat,train
data\processed\images_128\dog_04123_pixabay_dog_003382.jpg,dog,train
data\processed\images_128\dog_03135_pixabay_dog_002295.jpg,dog,train
data\processed\images_128\cat_00932_pixabay_cat_000224.jpg,cat,train
data\processed\images_128\dog_00890_flickr_dog_000990.jpg,dog,train
data\processed\images_128\cat_04841_pixabay_cat_004488.jpg,cat,train
data\processed\images_128\dog_00433_flickr_dog_000475.jpg,dog,train
data\processed\images_128\dog_04224_pixabay_dog_003496.jpg,dog,train
data\processed\images_128\cat_03538_pixabay_cat_003070.jpg,cat,train
data\processed\images_128\cat_05256_pixabay_cat_000151.jpg,cat,train
data\processed\images_128\cat_00603_flickr_cat_000681.jpg,cat,train
data\processed\images_128\dog_04813_flickr_dog_000772.jpg,dog,train
data\processed\images_128\cat_02687_pixabay_cat_002142.jpg,cat,train
data\processed\images_128\dog_02769_pixabay_dog_001890.jpg,dog,train
data\processed\images_128\cat_01329_pixabay_cat_000664.jpg,cat,train
data\processed\images_128\cat_04041_pixabay_cat_003618.jpg,cat,train
data\processed\images_128\cat_03690_pixabay_cat_003236.jpg,cat,train
data\processed\images_128\cat_00956_pixabay_cat_000251.jpg,cat,train
data\processed\images_128\cat_03790_pixabay_cat_003338.jpg,cat,train
data\processed\images_128\dog_00375_flickr_dog_000412.jpg,dog,train
data\processed\images_128\dog_03910_pixabay_dog_003144.jpg,dog,train
data\processed\images_128\dog_03029_pixabay_dog_002181.jpg,dog,train
data\processed\images_128\cat_00725_flickr_cat_000815.jpg,cat,train
data\processed\images_128\cat_03212_pixabay_cat_002713.jpg,cat,train
data\processed\images_128\dog_03461_pixabay_dog_002654.jpg,dog,train
data\processed\images_128\cat_04042_pixabay_cat_003619.jpg,cat,train
data\processed\images_128\dog_01047_flickr_dog_001166.jpg,dog,train
data\processed\images_128\cat_02865_pixabay_cat_002337.jpg,cat,train
data\processed\images_128\dog_04853_flickr_dog_001100.jpg,dog,train
data\processed\images_128\dog_00020_flickr_dog_000022.jpg,dog,train
data\processed\images_128\cat_03216_pixabay_cat_002717.jpg,cat,train
data\processed\images_128\cat_05200_flickr_cat_000437.jpg,cat,train
data\processed\images_128\dog_04162_pixabay_dog_003426.jpg,dog,train
data\processed\images_128\cat_01773_pixabay_cat_001159.jpg,cat,train
data\processed\images_128\dog_00379_flickr_dog_000416.jpg,dog,train
data\processed\images_128\cat_02249_pixabay_cat_001674.jpg,cat,train
data\processed\images_128\dog_03051_pixabay_dog_002205.jpg,dog,train
data\processed\images_128\dog_00641_flickr_dog_000712.jpg,dog,train
data\processed\images_128\cat_04911_pixabay_cat_004566.jpg,cat,train
data\processed\images_128\dog_00935_flickr_dog_001044.jpg,dog,train
data\processed\images_128\dog_05080_pixabay_dog_002304.jpg,dog,train
data\processed\images_128\cat_01102_pixabay_cat_000413.jpg,cat,train
data\processed\images_128\cat_02385_pixabay_cat_001818.jpg,cat,train
data\processed\images_128\cat_03432_pixabay_cat_002953.jpg,cat,train
data\processed\images_128\cat_00437_flickr_cat_000489.jpg,cat,train
data\processed\images_128\cat_02100_pixabay_cat_001514.jpg,cat,train
data\processed\images_128\cat_00265_flickr_cat_000302.jpg,cat,train
data\processed\images_128\dog_04653_pixabay_dog_003962.jpg,dog,train
data\processed\images_128\dog_04674_pixabay_dog_003985.jpg,dog,train
data\processed\images_128\cat_04323_pixabay_cat_003928.jpg,cat,train
data\processed\images_128\cat_04757_pixabay_cat_004396.jpg,cat,train
data\processed\images_128\cat_03255_pixabay_cat_002758.jpg,cat,train
data\processed\images_128\cat_05579_pixabay_cat_003986.jpg,cat,train
data\processed\images_128\dog_01513_pixabay_dog_000515.jpg,dog,train
data\processed\images_128\dog_02583_pixabay_dog_001693.jpg,dog,train
data\processed\images_128\cat_00986_pixabay_cat_000282.jpg,cat,train
data\processed\images_128\cat_01262_pixabay_cat_000589.jpg,cat,train
data\processed\images_128\cat_01392_pixabay_cat_000733.jpg,cat,train
data\processed\images_128\cat_05541_pixabay_cat_003568.jpg,cat,train
data\processed\images_128\cat_00128_flickr_cat_000140.jpg,cat,train
data\processed\images_128\cat_01354_pixabay_cat_000691.jpg,cat,train
data\processed\images_128\cat_03929_pixabay_cat_003493.jpg,cat,train
data\processed\images_128\dog_03372_pixabay_dog_002555.jpg,dog,train
data\processed\images_128\cat_00568_flickr_cat_000643.jpg,cat,train
data\processed\images_128\dog_04856_flickr_dog_001173.jpg,dog,train
data\processed\images_128\cat_05132_pixabay_cat_004811.jpg,cat,train
data\processed\images_128\dog_03901_pixabay_dog_003134.jpg,dog,train
data\processed\images_128\dog_03713_pixabay_dog_002933.jpg,dog,train
data\processed\images_128\cat_00960_pixabay_cat_000255.jpg,cat,train
data\processed\images_128\dog_01956_pixabay_dog_001002.jpg,dog,train
data\processed\images_128\dog_00606_flickr_dog_000671.jpg,dog,train
data\processed\images_128\dog_04787_flickr_dog_000567.jpg,dog,train
data\processed\images_128\dog_01603_pixabay_dog_000615.jpg,dog,train
data\processed\images_128\cat_01425_pixabay_cat_000772.jpg,cat,train
data\processed\images_128\cat_00859_pixabay_cat_000143.jpg,cat,train
data\processed\images_128\dog_00587_flickr_dog_000650.jpg,dog,train
data\processed\images_128\cat_04881_pixabay_cat_004532.jpg,cat,train
data\processed\images_128\cat_02775_pixabay_cat_002239.jpg,cat,train
data\processed\images_128\dog_01138_pixabay_dog_000084.jpg,dog,train
data\processed\images_128\cat_02122_pixabay_cat_001537.jpg,cat,train
data\processed\images_128\cat_02835_pixabay_cat_002304.jpg,cat,train
data\processed\images_128\cat_05313_pixabay_cat_000743.jpg,cat,train
data\processed\images_128\dog_03591_pixabay_dog_002797.jpg,dog,train
data\processed\images_128\cat_02153_pixabay_cat_001569.jpg,cat,train
data\processed\images_128\dog_02014_pixabay_dog_001066.jpg,dog,train
data\processed\images_128\dog_01390_pixabay_dog_000368.jpg,dog,train
data\processed\images_128\dog_00267_flickr_dog_000296.jpg,dog,train
data\processed\images_128\cat_01487_pixabay_cat_000843.jpg,cat,train
data\processed\images_128\cat_03652_pixabay_cat_003191.jpg,cat,train
data\processed\images_128\dog_05112_pixabay_dog_002670.jpg,dog,train
data\processed\images_128\dog_01071_pixabay_dog_000011.jpg,dog,train
data\processed\images_128\cat_01824_pixabay_cat_001215.jpg,cat,train
data\processed\images_128\cat_03744_pixabay_cat_003291.jpg,cat,train
data\processed\images_128\dog_00979_flickr_dog_001095.jpg,dog,train
data\processed\images_128\cat_03660_pixabay_cat_003200.jpg,cat,train
data\processed\images_128\cat_05263_pixabay_cat_000231.jpg,cat,train
data\processed\images_128\dog_01534_pixabay_dog_000538.jpg,dog,train
data\processed\images_128\cat_02217_pixabay_cat_001638.jpg,cat,train
data\processed\images_128\cat_02518_pixabay_cat_001956.jpg,cat,train
data\processed\images_128\dog_03611_pixabay_dog_002819.jpg,dog,train
data\processed\images_128\cat_00401_flickr_cat_000453.jpg,cat,train
data\processed\images_128\dog_00952_flickr_dog_001063.jpg,dog,train
data\processed\images_128\dog_04826_flickr_dog_000846.jpg,dog,train
data\processed\images_128\cat_03217_pixabay_cat_002718.jpg,cat,train
data\processed\images_128\dog_03239_pixabay_dog_002411.jpg,dog,train
data\processed\images_128\cat_00287_flickr_cat_000327.jpg,cat,train
data\processed\images_128\dog_03761_pixabay_dog_002985.jpg,dog,train
data\processed\images_128\cat_05383_pixabay_cat_001479.jpg,cat,train
data\processed\images_128\cat_03662_pixabay_cat_003203.jpg,cat,train
data\processed\images_128\dog_03353_pixabay_dog_002534.jpg,dog,train
data\processed\images_128\dog_02980_pixabay_dog_002124.jpg,dog,train
data\processed\images_128\cat_04746_pixabay_cat_004385.jpg,cat,train
data\processed\images_128\cat_02898_pixabay_cat_002373.jpg,cat,train
data\processed\images_128\dog_03917_pixabay_dog_003152.jpg,dog,train
data\processed\images_128\dog_05136_pixabay_dog_002900.jpg,dog,train
data\processed\images_128\dog_01192_pixabay_dog_000143.jpg,dog,train
data\processed\images_128\dog_01750_pixabay_dog_000777.jpg,dog,train
data\processed\images_128\cat_00037_flickr_cat_000042.jpg,cat,train
data\processed\images_128\dog_00289_flickr_dog_000321.jpg,dog,train
data\processed\images_128\dog_02005_pixabay_dog_001056.jpg,dog,train
data\processed\images_128\dog_02611_pixabay_dog_001723.jpg,dog,train
data\processed\images_128\cat_03886_pixabay_cat_003445.jpg,cat,train
data\processed\images_128\cat_04995_pixabay_cat_004664.jpg,cat,train
data\processed\images_128\dog_00765_flickr_dog_000858.jpg,dog,train
data\processed\images_128\dog_03227_pixabay_dog_002398.jpg,dog,train
data\processed\images_128\dog_02872_pixabay_dog_002006.jpg,dog,train
data\processed\images_128\dog_00064_flickr_dog_000071.jpg,dog,train
data\processed\images_128\dog_04226_pixabay_dog_003498.jpg,dog,train
data\processed\images_128\cat_03613_pixabay_cat_003149.jpg,cat,train
data\processed\images_128\cat_05058_pixabay_cat_004729.jpg,cat,train
data\processed\images_128\dog_04270_pixabay_dog_003549.jpg,dog,train
data\processed\images_128\dog_04992_pixabay_dog_001244.jpg,dog,train
data\processed\images_128\dog_00383_flickr_dog_000420.jpg,dog,train
data\processed\images_128\cat_00431_flickr_cat_000483.jpg,cat,train
data\processed\images_128\dog_01630_pixabay_dog_000645.jpg,dog,train
data\processed\images_128\dog_01208_pixabay_dog_000160.jpg,dog,train
data\processed\images_128\dog_04179_pixabay_dog_003443.jpg,dog,train
data\processed\images_128\cat_02278_pixabay_cat_001706.jpg,cat,train
data\processed\images_128\cat_01124_pixabay_cat_000436.jpg,cat,train
data\processed\images_128\dog_03241_pixabay_dog_002413.jpg,dog,train
data\processed\images_128\dog_01512_pixabay_dog_000514.jpg,dog,train
data\processed\images_128\cat_02620_pixabay_cat_002066.jpg,cat,train
data\processed\images_128\cat_00342_flickr_cat_000389.jpg,cat,train
data\processed\images_128\cat_01652_pixabay_cat_001026.jpg,cat,train
data\processed\images_128\cat_00157_flickr_cat_000172.jpg,cat,train
data\processed\images_128\cat_00054_flickr_cat_000060.jpg,cat,train
data\processed\images_128\cat_00398_flickr_cat_000450.jpg,cat,train
data\processed\images_128\dog_01061_flickr_dog_001182.jpg,dog,train
data\processed\images_128\cat_05014_pixabay_cat_004683.jpg,cat,train
data\processed\images_128\cat_02942_pixabay_cat_002420.jpg,cat,train
data\processed\images_128\cat_05340_pixabay_cat_000988.jpg,cat,train
data\processed\images_128\cat_02402_pixabay_cat_001835.jpg,cat,train
data\processed\images_128\cat_04917_pixabay_cat_004572.jpg,cat,train
data\processed\images_128\dog_03810_pixabay_dog_003036.jpg,dog,train
data\processed\images_128\dog_00816_flickr_dog_000910.jpg,dog,train
data\processed\images_128\cat_02937_pixabay_cat_002415.jpg,cat,train
data\processed\images_128\dog_04604_pixabay_dog_003907.jpg,dog,train
data\processed\images_128\dog_01636_pixabay_dog_000653.jpg,dog,train
data\processed\images_128\dog_03365_pixabay_dog_002547.jpg,dog,train
data\processed\images_128\cat_03384_pixabay_cat_002901.jpg,cat,train
data\processed\images_128\dog_02546_pixabay_dog_001653.jpg,dog,train
data\processed\images_128\dog_02898_pixabay_dog_002036.jpg,dog,train
data\processed\images_128\cat_05047_pixabay_cat_004718.jpg,cat,train
data\processed\images_128\cat_00301_flickr_cat_000342.jpg,cat,train
data\processed\images_128\cat_05264_pixabay_cat_000241.jpg,cat,train
data\processed\images_128\dog_02185_pixabay_dog_001259.jpg,dog,train
data\processed\images_128\cat_04315_pixabay_cat_003919.jpg,cat,train
data\processed\images_128\cat_05477_pixabay_cat_002807.jpg,cat,train
data\processed\images_128\dog_04130_pixabay_dog_003390.jpg,dog,train
data\processed\images_128\cat_05006_pixabay_cat_004675.jpg,cat,train
data\processed\images_128\dog_00407_flickr_dog_000445.jpg,dog,train
data\processed\images_128\dog_03211_pixabay_dog_002380.jpg,dog,train
data\processed\images_128\dog_02248_pixabay_dog_001324.jpg,dog,train
data\processed\images_128\dog_00336_flickr_dog_000370.jpg,dog,train
data\processed\images_128\cat_01756_pixabay_cat_001140.jpg,cat,train
data\processed\images_128\dog_00464_flickr_dog_000509.jpg,dog,train
data\processed\images_128\cat_00902_pixabay_cat_000193.jpg,cat,train
data\processed\images_128\cat_03178_pixabay_cat_002674.jpg,cat,train
data\processed\images_128\cat_01194_pixabay_cat_000513.jpg,cat,train
data\processed\images_128\dog_00595_flickr_dog_000660.jpg,dog,train
data\processed\images_128\cat_02729_pixabay_cat_002188.jpg,cat,train
data\processed\images_128\dog_02928_pixabay_dog_002068.jpg,dog,train
data\processed\images_128\cat_03807_pixabay_cat_003360.jpg,cat,train
data\processed\images_128\cat_04040_pixabay_cat_003617.jpg,cat,train
data\processed\images_128\cat_01863_pixabay_cat_001254.jpg,cat,train
data\processed\images_128\cat_03234_pixabay_cat_002736.jpg,cat,train
data\processed\images_128\cat_03035_pixabay_cat_002523.jpg,cat,train
data\processed\images_128\cat_04430_pixabay_cat_004043.jpg,cat,train
data\processed\images_128\cat_00825_pixabay_cat_000106.jpg,cat,train
data\processed\images_128\cat_01892_pixabay_cat_001285.jpg,cat,train
data\processed\images_128\dog_01939_pixabay_dog_000985.jpg,dog,train
data\processed\images_128\dog_04796_flickr_dog_000626.jpg,dog,train
data\processed\images_128\dog_00401_flickr_dog_000439.jpg,dog,train
data\processed\images_128\cat_01826_pixabay_cat_001217.jpg,cat,train
